record_id,scientific_name,family,genus,species,common_name,year,year_normalized,day_of_year,month,season,decade,latitude,longitude,location_grid,region,prefecture,temperature_avg,temperature_min,temperature_max,precipitation,deviation_from_baseline,trait,is_prediction
jcb_30370005_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.1848669881694,135.189979386386,34.2_135.2,Wakayama Prefecture,Wakayama Prefecture,7.7,3.7,11.6,1.0,,first flowering (kaika),True
jcb_34370026_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.3917252197772,132.347945892844,34.4_132.3,Hiroshima Prefecture,Hiroshima Prefecture,9.5,8.3,11.2,0.3,,first flowering (kaika),True
jcb_34370019_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.3657795115288,132.434769876709,34.4_132.4,Hiroshima Prefecture,Hiroshima Prefecture,9.5,8.3,11.2,0.3,,first flowering (kaika),True
jcb_35370016_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.1896215488532,131.472707886491,34.2_131.5,Yamaguchi Prefecture,Yamaguchi Prefecture,8.7,5.0,11.8,4.1,,first flowering (kaika),True
jcb_37370002_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.179992530388,133.759928376403,34.2_133.8,Kagawa Prefecture,Kagawa Prefecture,8.1,5.4,12.7,4.1,,first flowering (kaika),True
jcb_37370012_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.1493442960231,133.673336978911,34.1_133.7,Kagawa Prefecture,Kagawa Prefecture,8.1,5.4,12.7,4.1,,first flowering (kaika),True
jcb_37370010_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.241351981839,134.104256954849,34.2_134.1,Kagawa Prefecture,Kagawa Prefecture,8.5,4.3,11.9,1.0,,first flowering (kaika),True
jcb_38370004_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.9055390548522,133.025342020063,33.9_133.0,Ehime Prefecture,Ehime Prefecture,10.2,5.5,12.6,1.3,,first flowering (kaika),True
jcb_38370012_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.9498311672429,133.417497412308,33.9_133.4,Ehime Prefecture,Ehime Prefecture,,,,,,first flowering (kaika),True
jcb_39370005_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.322554892101,133.224622311509,33.3_133.2,Kochi Prefecture,Kochi Prefecture,,,,,,first flowering (kaika),True
jcb_40370028_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.6430461376831,130.678469013276,33.6_130.7,Fukuoka Prefecture,Fukuoka Prefecture,9.0,7.0,10.6,3.6,,first flowering (kaika),True
jcb_40370022_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.5259458997928,130.52028754174,33.5_130.5,Fukuoka Prefecture,Fukuoka Prefecture,10.9,9.0,12.0,2.2,,first flowering (kaika),True
jcb_40370024_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.5289261420255,130.552404737194,33.5_130.6,Fukuoka Prefecture,Fukuoka Prefecture,10.9,9.0,12.0,2.2,,first flowering (kaika),True
jcb_40370020_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.5880969245282,130.387035746741,33.6_130.4,Fukuoka Prefecture,Fukuoka Prefecture,10.6,9.6,11.8,2.1,,first flowering (kaika),True
jcb_40370033_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.4357074914075,130.63133247421,33.4_130.6,Fukuoka Prefecture,Fukuoka Prefecture,10.0,7.9,12.5,6.6,,first flowering (kaika),True
jcb_41370006_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.3644100010384,130.338420083221,33.4_130.3,Saga Prefecture,Saga Prefecture,10.0,7.9,12.5,6.6,,first flowering (kaika),True
jcb_41370007_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.1889410928471,129.898944660517,33.2_129.9,Saga Prefecture,Saga Prefecture,11.5,11.0,13.0,4.0,,first flowering (kaika),True
jcb_41370009_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.5285742630506,129.870181411972,33.5_129.9,Saga Prefecture,Saga Prefecture,11.3,10.0,12.0,1.7,,first flowering (kaika),True
jcb_43370002_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.2303424999907,130.407026599992,32.2_130.4,Kumamoto Prefecture,Kumamoto Prefecture,11.7,11.5,13.6,19.1,,first flowering (kaika),True
jcb_43370006_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.945698483676,130.55007178381,32.9_130.6,Kumamoto Prefecture,Kumamoto Prefecture,11.4,10.8,13.3,6.1,,first flowering (kaika),True
jcb_44370007_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.2251870554889,131.607251117013,33.2_131.6,Oita Prefecture,Oita Prefecture,10.8,9.4,11.7,5.2,,first flowering (kaika),True
jcb_44370011_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.2433156201471,131.63608788745,33.2_131.6,Oita Prefecture,Oita Prefecture,10.8,9.4,11.7,5.2,,first flowering (kaika),True
jcb_45370008_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.1189115276735,131.38651038445,32.1_131.4,Miyazaki Prefecture,Miyazaki Prefecture,12.3,8.3,16.1,9.0,,first flowering (kaika),True
jcb_45370017_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.0053611353963,131.241227678231,32.0_131.2,Miyazaki Prefecture,Miyazaki Prefecture,12.3,8.3,16.1,9.0,,first flowering (kaika),True
jcb_45370018_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.1229731276633,131.502980524614,32.1_131.5,Miyazaki Prefecture,Miyazaki Prefecture,12.3,8.3,16.1,9.0,,first flowering (kaika),True
jcb_46370001_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,31.6174410268854,130.577090695288,31.6_130.6,Kagoshima Prefecture,Kagoshima Prefecture,14.8,14.0,15.6,21.4,,first flowering (kaika),True
jcb_13370057_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.6787462878858,139.717634584162,35.7_139.7,Tokyo Metropolis,Tokyo Metropolis,6.2,3.0,10.2,0.0,,first flowering (kaika),True
jcb_14370015_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.360309181749,139.078362337081,35.4_139.1,Kanagawa Prefecture,Kanagawa Prefecture,2.8,-1.4,7.4,0.2,,first flowering (kaika),True
jcb_23370015_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.3897987106317,136.941978405795,35.4_136.9,Aichi Prefecture,Aichi Prefecture,2.9,-2.9,10.7,0.0,,first flowering (kaika),True
jcb_21370005_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.4819383985056,136.915826335442,35.5_136.9,Gifu Prefecture,Gifu Prefecture,2.9,-2.9,10.7,0.0,,first flowering (kaika),True
jcb_21370039_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.3993259250892,136.84084636615,35.4_136.8,Gifu Prefecture,Gifu Prefecture,2.9,-2.9,10.7,0.0,,first flowering (kaika),True
jcb_21370032_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.2832832478017,136.549485906422,35.3_136.5,Gifu Prefecture,Gifu Prefecture,4.6,2.6,7.4,0.0,,first flowering (kaika),True
jcb_22370007_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.8425046156098,137.936181035787,34.8_137.9,Shizuoka Prefecture,Shizuoka Prefecture,3.6,-2.3,10.8,0.0,,first flowering (kaika),True
jcb_22370028_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.8743467687637,138.254433138912,34.9_138.3,Shizuoka Prefecture,Shizuoka Prefecture,6.1,0.3,11.0,0.0,,first flowering (kaika),True
jcb_24370007_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.5755785259114,136.525530479934,34.6_136.5,Mie Prefecture,Mie Prefecture,4.3,0.5,9.0,0.0,,first flowering (kaika),True
jcb_30370008_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.6710147180147,135.348439884953,33.7_135.3,Wakayama Prefecture,Wakayama Prefecture,6.6,2.3,12.0,0.0,,first flowering (kaika),True
jcb_36370004_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.0689075940326,134.514590816319,34.1_134.5,Tokushima Prefecture,Tokushima Prefecture,6.7,5.2,8.9,0.0,,first flowering (kaika),True
jcb_39370011_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.9417368986448,132.725061333552,32.9_132.7,Kochi Prefecture,Kochi Prefecture,8.1,2.0,14.0,0.0,,first flowering (kaika),True
jcb_40370021_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.5144370375296,130.514948515034,33.5_130.5,Fukuoka Prefecture,Fukuoka Prefecture,6.1,2.0,10.0,0.0,,first flowering (kaika),True
jcb_40370023_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.5208864072543,130.518357934941,33.5_130.5,Fukuoka Prefecture,Fukuoka Prefecture,6.1,2.0,10.0,0.0,,first flowering (kaika),True
jcb_42370002_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.0550129811528,129.759442412459,33.1_129.8,Nagasaki Prefecture,Nagasaki Prefecture,7.9,2.0,11.0,0.0,,first flowering (kaika),True
jcb_42370004_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.3678259768279,129.556454868073,33.4_129.6,Nagasaki Prefecture,Nagasaki Prefecture,7.8,4.1,10.1,2.0,,first flowering (kaika),True
jcb_45370003_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,31.9906855635806,131.404874763048,32.0_131.4,Miyazaki Prefecture,Miyazaki Prefecture,9.3,5.9,12.2,0.0,,first flowering (kaika),True
jcb_45370009_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,32.0220131866297,131.460628690309,32.0_131.5,Miyazaki Prefecture,Miyazaki Prefecture,8.9,6.1,12.1,0.0,,first flowering (kaika),True
jcb_45370006_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,31.6274536971874,131.363774900244,31.6_131.4,Miyazaki Prefecture,Miyazaki Prefecture,10.0,7.7,14.4,0.0,,first flowering (kaika),True
jcb_13370031_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.6940350937609,139.74289178263,35.7_139.7,Tokyo Metropolis,Tokyo Metropolis,13.6,7.6,19.5,1.1,,first flowering (kaika),True
jcb_13370008_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.7637456342607,139.628208097498,35.8_139.6,Tokyo Metropolis,Tokyo Metropolis,11.4,1.6,20.5,2.0,,first flowering (kaika),True
jcb_13370013_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.7324810775854,139.748389555917,35.7_139.7,Tokyo Metropolis,Tokyo Metropolis,13.6,7.6,19.5,1.1,,first flowering (kaika),True
jcb_13370058_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.6674477196107,139.730414043036,35.7_139.7,Tokyo Metropolis,Tokyo Metropolis,13.6,7.6,19.5,1.1,,first flowering (kaika),True
jcb_13370048_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.7167126569579,139.742250791748,35.7_139.7,Tokyo Metropolis,Tokyo Metropolis,13.6,7.6,19.5,1.1,,first flowering (kaika),True
jcb_10370022_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,36.2379709533709,139.401645079335,36.2_139.4,Gunma Prefecture,Gunma Prefecture,13.2,3.1,19.0,0.0,,first flowering (kaika),True
jcb_19370001_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.6557717253137,138.743246564777,35.7_138.7,Yamanashi Prefecture,Yamanashi Prefecture,10.3,-0.4,14.6,0.0,,first flowering (kaika),True
jcb_19370014_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.6866755229101,138.57739891554,35.7_138.6,Yamanashi Prefecture,Yamanashi Prefecture,12.6,1.9,17.2,0.0,,first flowering (kaika),True
jcb_23370019_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.1543834967772,136.919421118121,35.2_136.9,Aichi Prefecture,Aichi Prefecture,11.2,4.6,17.4,17.5,,first flowering (kaika),True
jcb_23370007_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.827496427795,137.375528288944,34.8_137.4,Aichi Prefecture,Aichi Prefecture,11.6,4.7,17.6,9.0,,first flowering (kaika),True
jcb_23370023_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.8445136235842,137.319192184149,34.8_137.3,Aichi Prefecture,Aichi Prefecture,13.6,7.6,18.3,7.1,,first flowering (kaika),True
jcb_23370037_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.183630008382,136.898801484016,35.2_136.9,Aichi Prefecture,Aichi Prefecture,11.2,4.6,17.4,17.5,,first flowering (kaika),True
jcb_23370017_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.8938815922907,137.505204462857,34.9_137.5,Aichi Prefecture,Aichi Prefecture,11.6,4.7,17.6,9.0,,first flowering (kaika),True
jcb_23370032_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.1031279449907,136.8602183948,35.1_136.9,Aichi Prefecture,Aichi Prefecture,11.2,4.6,17.4,17.5,,first flowering (kaika),True
jcb_22370033_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.8319395499051,138.153973434586,34.8_138.2,Shizuoka Prefecture,Shizuoka Prefecture,14.3,10.1,17.8,7.2,,first flowering (kaika),True
jcb_22370039_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.1405328716832,139.088811588174,35.1_139.1,Shizuoka Prefecture,Shizuoka Prefecture,16.2,11.3,19.4,0.0,,first flowering (kaika),True
jcb_22370022_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.735716728571,137.975732667737,34.7_138.0,Shizuoka Prefecture,Shizuoka Prefecture,14.3,10.1,17.8,7.2,,first flowering (kaika),True
jcb_22370019_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.8658975219515,138.245814243729,34.9_138.2,Shizuoka Prefecture,Shizuoka Prefecture,14.3,10.4,19.0,9.3,,first flowering (kaika),True
jcb_27370023_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.5061388725311,135.547664888698,34.5_135.5,Osaka Prefecture,Osaka Prefecture,13.2,6.1,19.0,16.6,,first flowering (kaika),True
jcb_27370019_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.653882522452,135.516330688613,34.7_135.5,Osaka Prefecture,Osaka Prefecture,14.1,10.3,17.0,0.0,,first flowering (kaika),True
jcb_26370008_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.9514859877547,135.819591800603,35.0_135.8,Kyoto Prefecture,Kyoto Prefecture,12.7,10.0,16.9,9.9,,first flowering (kaika),True
jcb_29370028_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.5111616462926,135.737218914998,34.5_135.7,Nara Prefecture,Nara Prefecture,13.2,6.1,19.0,16.6,,first flowering (kaika),True
jcb_29370020_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.535811972568,135.906843692732,34.5_135.9,Nara Prefecture,Nara Prefecture,13.3,6.9,18.1,4.1,,first flowering (kaika),True
jcb_30370010_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.2808404942845,135.405897035652,34.3_135.4,Wakayama Prefecture,Wakayama Prefecture,13.8,11.0,17.7,2.9,,first flowering (kaika),True
jcb_35370003_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.0631268504713,131.574135287003,34.1_131.6,Yamaguchi Prefecture,Yamaguchi Prefecture,13.5,9.0,17.7,2.7,,first flowering (kaika),True
jcb_35370005_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.1817824741373,131.477677834663,34.2_131.5,Yamaguchi Prefecture,Yamaguchi Prefecture,13.0,7.3,19.6,3.0,,first flowering (kaika),True
jcb_36370011_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,34.0246312086817,133.877905731515,34.0_133.9,Tokushima Prefecture,Tokushima Prefecture,,,,,,first flowering (kaika),True
jcb_39370004_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.6180919261151,133.719537601781,33.6_133.7,Kochi Prefecture,Kochi Prefecture,14.1,12.0,16.0,31.1,,first flowering (kaika),True
jcb_40370003_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.020348678167,130.445827004298,33.0_130.4,Fukuoka Prefecture,Fukuoka Prefecture,13.1,10.0,16.6,4.9,,first flowering (kaika),True
jcb_40370005_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.4691150070884,130.693675758464,33.5_130.7,Fukuoka Prefecture,Fukuoka Prefecture,13.1,7.8,19.9,1.0,,first flowering (kaika),True
jcb_40370010_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.1566504244001,130.807940655215,33.2_130.8,Fukuoka Prefecture,Fukuoka Prefecture,13.4,7.5,19.0,0.5,,first flowering (kaika),True
jcb_40370007_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.6030357613911,130.68042539295,33.6_130.7,Fukuoka Prefecture,Fukuoka Prefecture,13.1,7.8,19.9,1.0,,first flowering (kaika),True
jcb_41370004_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.4294575542854,130.024163187315,33.4_130.0,Saga Prefecture,Saga Prefecture,13.5,9.2,18.5,4.1,,first flowering (kaika),True
jcb_41370005_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.4537641590204,129.978625850066,33.5_130.0,Saga Prefecture,Saga Prefecture,,,,,,first flowering (kaika),True
jcb_41370012_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.3311738052676,130.352690428325,33.3_130.4,Saga Prefecture,Saga Prefecture,12.9,8.4,18.0,1.6,,first flowering (kaika),True
jcb_44370013_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.1208316112902,131.801549785243,33.1_131.8,Oita Prefecture,Oita Prefecture,13.7,10.4,17.1,9.3,,first flowering (kaika),True
jcb_44370004_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,33.2397555948511,131.612839982096,33.2_131.6,Oita Prefecture,Oita Prefecture,13.7,10.4,17.1,9.3,,first flowering (kaika),True
jcb_46370012_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,31.4625562984848,130.50295398351,31.5_130.5,Kagoshima Prefecture,Kagoshima Prefecture,16.4,14.7,19.5,12.2,,first flowering (kaika),True
jcb_13370003_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.7801465313159,139.779994736506,35.8_139.8,Tokyo Metropolis,Tokyo Metropolis,6.1,5.1,8.0,7.1,,first flowering (kaika),True
jcb_13370051_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9787234042553191,83.0,3.0,Spring,2020,35.6257484678018,139.517903611915,35.6_139.5,Tokyo Metropolis,Tokyo Metropolis,5.7,4.0,7.8,8.3,,first flowering (kaika),True
